Nama Prodi,Nama PT,Jenjang
Keuangan Dan Perbankan,Politeknik Negeri Samarinda,D-IV
Pariwisata,Politeknik Negeri Samarinda,D-III
Agrobisnis,Politeknik Negeri Sambas,D-III
Akuntansi Keuangan Perusahaan,Politeknik Negeri Sambas,D-IV
Teknik Multimedia,Politeknik Negeri Sambas,D-IV
Teknik Mesin Pertanian,Politeknik Negeri Sambas,D-IV
Agribisnis Perikanan Dan Kelautan,Politeknik Negeri Sambas,D-IV
Manajemen Bisnis Pariwisata,Politeknik Negeri Sambas,D-IV
Teknik Mesin,Politeknik Negeri Sambas,D-III
Agroindustri Pangan,Politeknik Negeri Sambas,D-IV
Manajemen Informatika,Politeknik Negeri Sambas,D-III
Akuntansi Manajerial,Politeknik Negeri Semarang,D-IV
Perbankan Syariah,Politeknik Negeri Semarang,D-IV
Administrasi Bisnis Terapan,Politeknik Negeri Semarang,D-IV
Teknik Telekomunikasi,Politeknik Negeri Semarang,D-IV
Manajemen Bisnis Internasional,Politeknik Negeri Semarang,D-IV
Manajemen Pemasaran,Politeknik Negeri Semarang,D-III
Teknik Perawatan Dan Perbaikan Gedung,Politeknik Negeri Semarang,D-IV
Teknik Elektronika,Politeknik Negeri Semarang,D-III
Teknik Mesin,Politeknik Negeri Semarang,D-III
Teknik Konversi Energi,Politeknik Negeri Semarang,D-III
Konstruksi Sipil,Politeknik Negeri Semarang,D-III
Konstruksi Gedung,Politeknik Negeri Semarang,D-III
Akuntansi,Politeknik Negeri Semarang,D-III
Keuangan Dan Perbankan,Politeknik Negeri Semarang,D-III
Teknik Listrik,Politeknik Negeri Semarang,D-III
Teknik Informatika,Politeknik Negeri Semarang,D-III
Administrasi Bisnis,Politeknik Negeri Semarang,D-III
Analis Keuangan,Politeknik Negeri Semarang,D-IV
Teknik Telekomunikasi,Politeknik Negeri Semarang,D-III
Teknologi Rekayasa Pembangkit Energi,Politeknik Negeri Semarang,D-IV
Perancangan Jalan Dan Jembatan,Politeknik Negeri Semarang,D-IV
Teknik Mesin Produksi Dan Perawatan,Politeknik Negeri Semarang,D-IV
Komputerisasi Akuntansi,Politeknik Negeri Semarang,D-IV
Akuntansi Sektor Publik,Politeknik Negeri Sriwijaya,D-IV
Perancangan Jalan Dan Jembatan,Politeknik Negeri Sriwijaya,D-IV
Teknik Mesin Produksi Dan Perawatan,Politeknik Negeri Sriwijaya,D-IV
Teknologi Kimia Industri,Politeknik Negeri Sriwijaya,D-IV
Manajemen Informatika,Politeknik Negeri Sriwijaya,D-IV
Teknik Telekomunikasi,Politeknik Negeri Sriwijaya,D-IV
Administrasi Bisnis,Politeknik Negeri Sriwijaya,D-III
Akuntansi,Politeknik Negeri Sriwijaya,D-III
Teknik Listrik,Politeknik Negeri Sriwijaya,D-III
Bahasa Inggris,Politeknik Negeri Sriwijaya,D-III
Teknik Elektronika,Politeknik Negeri Sriwijaya,D-III
Teknik Mesin,Politeknik Negeri Sriwijaya,D-III
Usaha Perjalanan Wisata,Politeknik Negeri Sriwijaya,D-IV
Teknik Elektro,Politeknik Negeri Sriwijaya,D-IV
Teknik Kimia,Politeknik Negeri Sriwijaya,D-III
Manajemen Bisnis,Politeknik Negeri Sriwijaya,D-IV
Manajemen Informatika,Politeknik Negeri Sriwijaya,D-III
Teknik Telekomunikasi,Politeknik Negeri Sriwijaya,D-III
Teknik Sipil,Politeknik Negeri Sriwijaya,D-III
Teknik Energi,Politeknik Negeri Sriwijaya,D-IV
Teknologi Informatika Multimedia Digital,Politeknik Negeri Sriwijaya,D-IV
Teknik Komputer,Politeknik Negeri Sriwijaya,D-III
Agroindustri,Politeknik Negeri Subang,D-III
Pemeliharaan Mesin,Politeknik Negeri Subang,D-III
Sistem Informasi,Politeknik Negeri Subang,D-III
Teknologi Industri Pertanian,Politeknik Negeri Tanah Laut,D-III
Mesin Otomotif,Politeknik Negeri Tanah Laut,D-III
Teknik Informatika,Politeknik Negeri Tanah Laut,D-III
Akuntansi,Politeknik Negeri Tanah Laut,D-III
Teknik Listrik,Politeknik Negeri Ujung Pandang,D-IV
Jasa Konstruksi,Politeknik Negeri Ujung Pandang,D-IV
Teknik Manufaktur,Politeknik Negeri Ujung Pandang,D-IV
Teknik Mesin,Politeknik Negeri Ujung Pandang,D-III
Teknik Multimedia Dan Jaringan,Politeknik Negeri Ujung Pandang,D-IV
Teknik Otomotif,Politeknik Negeri Ujung Pandang,D-III
Teknologi Kimia Industri,Politeknik Negeri Ujung Pandang,D-IV
Teknik Konversi Energi,Politeknik Negeri Ujung Pandang,D-III
Akuntansi,Politeknik Negeri Ujung Pandang,D-III
Teknik Mekatronika,Politeknik Negeri Ujung Pandang,D-IV
Analisis Kimia,Politeknik Negeri Ujung Pandang,D-III
Teknik Komputer Dan Jaringan,Politeknik Negeri Ujung Pandang,D-IV
Teknik Konstruksi Sipil,Politeknik Negeri Ujung Pandang,D-III
Teknik Kimia,Politeknik Negeri Ujung Pandang,D-III
Teknik Konstruksi Gedung,Politeknik Negeri Ujung Pandang,D-III
Perancangan Bangunan Gedung,Politeknik Negeri Ujung Pandang,D-IV
Perawatan Alat Berat,Politeknik Negeri Ujung Pandang,D-III
Teknologi Rekayasa Jaringan Telekomunikasi,Politeknik Negeri Ujung Pandang,D-IV
Teknik Telekomunikasi,Politeknik Negeri Ujung Pandang,D-III
Administrasi Bisnis,Politeknik Negeri Ujung Pandang,D-IV
Akuntansi Manajerial,Politeknik Negeri Ujung Pandang,D-IV
Teknik Pembangkit Energi,Politeknik Negeri Ujung Pandang,D-IV
Teknik Listrik,Politeknik Negeri Ujung Pandang,D-III
Teknik Elektronika,Politeknik Negeri Ujung Pandang,D-III
Teknik Komputer,Politeknik NSC Surabaya,D-III
Akuntansi,Politeknik NSC Surabaya,D-III
Perhotelan,Politeknik NSC Surabaya,D-III
Administrasi Niaga,Politeknik NSC Surabaya,D-III
Manajemen Pemasaran Internasional,Politeknik NSC Surabaya,D-IV
Sekretari,Politeknik Pajajaran Insan Cinta Bangsa Bandung,D-III
Perhotelan,Politeknik Pajajaran Insan Cinta Bangsa Bandung,D-III
Teknik Komputer,Politeknik Pajajaran Insan Cinta Bangsa Bandung,D-III
Keuangan Dan Perbankan,Politeknik Pajajaran Insan Cinta Bangsa Bandung,D-III
Akuntansi,Politeknik Pajajaran Insan Cinta Bangsa Bandung,D-III
Desain Komunikasi Visual,Politeknik Palcomtech,D-III
Manajemen Informatika,Politeknik Palcomtech,D-III
Akuntansi,Politeknik Palcomtech,D-III
Teknologi Pengolahan Hasil Laut,Politeknik Palu,D-III
Teknologi Pengolahan Hasil Bumi,Politeknik Palu,D-III
Teknik Mekanisasi Pengolahan,Politeknik Palu,D-III
Manajemen Kepariwisataan,Politeknik Pariwisata Bali,D-IV
Manajemen Akuntansi Hospitality,Politeknik Pariwisata Bali,D-IV
Manajemen Divisi Kamar,Politeknik Pariwisata Bali,D-III
Manajemen Tata Hidangan,Politeknik Pariwisata Bali,D-III
Manajemen Tata Boga,Politeknik Pariwisata Bali,D-III
Manajemen Konvensi Dan Perhelatan,Politeknik Pariwisata Bali,D-IV
Manajemen Bisnis Perjalanan,Politeknik Pariwisata Bali,D-IV
Bisnis Hospitality,Politeknik Pariwisata Bali,S1
Destinasi Pariwisata,Politeknik Pariwisata Bali,S1
Administrasi Perhotelan,Politeknik Pariwisata Bali,D-IV
Manajemen Divisi Kamar,Politeknik Pariwisata Batam,D-IV
Manajemen Kuliner,Politeknik Pariwisata Batam,D-IV
Manajemen Tata Hidangan,Politeknik Pariwisata Batam,D-IV
Divisi Kamar,Politeknik Pariwisata Lombok,D-III
Pengaturan Perjalanan,Politeknik Pariwisata Lombok,D-IV
Tata Hidang,Politeknik Pariwisata Lombok,D-III
Seni Kuliner,Politeknik Pariwisata Lombok,D-III
Manajemen Bisnis Perjalanan Wisata,Politeknik Pariwisata Makassar,D-III
Manajemen Tata Hidangan,Politeknik Pariwisata Makassar,D-III
Manajemen Bisnis Konvensi Dan Perhelatan,Politeknik Pariwisata Makassar,D-IV
Manajemen Divisi Kamar,Politeknik Pariwisata Makassar,D-III
Manajemen Tata Boga,Politeknik Pariwisata Makassar,D-III
Usaha Perjalanan Wisata,Politeknik Pariwisata Makassar,D-IV
Pengelolaan Perhotelan,Politeknik Pariwisata Makassar,D-IV
Pengelolaan Perhotelan,Politeknik Pariwisata Medan,D-IV
Manajemen Patiseri,Politeknik Pariwisata Medan,D-III
Manajemen Tata Hidangan,Politeknik Pariwisata Medan,D-III
Manajemen Tata Boga,Politeknik Pariwisata Medan,D-III
Manajemen Usaha Perjalanan  Wisata,Politeknik Pariwisata Medan,D-III
Manajemen Perencanaan Dan Pemasaran Pariwisata,Politeknik Pariwisata Medan,D-III
Manajemen Divisi Kamar,Politeknik Pariwisata Medan,D-III
Seni Kuliner,Politeknik Pariwisata Palembang,D-III
Pengelolaan Konvensi Dan Acara,Politeknik Pariwisata Palembang,D-IV
Tata Hidang,Politeknik Pariwisata Palembang,D-III
Divisi Kamar,Politeknik Pariwisata Palembang,D-III
Perhotelan,Politeknik Pariwisata Prima Internasional,D-III
Pengelolaan Konvensi Dan Acara,Politeknik Pariwisata Prima Internasional,D-IV
Pengelolaan Perhotelan,Politeknik Pariwisata Prima Internasional,D-IV
Teknologi Konstruksi Bangunan Air,Politeknik Pekerjaan Umum,D-III
Teknologi Konstruksi Jalan Dan Jembatan,Politeknik Pekerjaan Umum,D-III
Teknologi Konstruksi Bangunan Gedung,Politeknik Pekerjaan Umum,D-III
Nautika,Politeknik Pelayaran Banten,D-III
Manajemen Transportasi Laut,Politeknik Pelayaran Banten,D-III
Permesinan Kapal,Politeknik Pelayaran Banten,D-III
Nautika,Politeknik Pelayaran Barombong,D-III
Manajemen Transportasi Laut,Politeknik Pelayaran Barombong,D-III
Permesinan Kapal,Politeknik Pelayaran Barombong,D-III
Sistem Kelistrikan Kapal,Politeknik Pelayaran Malahayati,D-III
Permesinan Kapal,Politeknik Pelayaran Malahayati,D-III
Studi Nautika,Politeknik Pelayaran Malahayati,D-III
Studi Nautika,Politeknik Pelayaran Sorong,D-III
Permesinan Kapal,Politeknik Pelayaran Sorong,D-III
Manajemen Transportasi Laut,Politeknik Pelayaran Sulawesi Utara,D-III
Permesinan Kapal,Politeknik Pelayaran Sulawesi Utara,D-III
Studi Nautika,Politeknik Pelayaran Sulawesi Utara,D-III
Transportasi Laut,Politeknik Pelayaran Sumatera Barat,D-IV
Studi Nautika,Politeknik Pelayaran Sumatera Barat,D-III
Teknologi Nautika,Politeknik Pelayaran Sumatera Barat,D-III
Elektro Pelayaran,Politeknik Pelayaran Surabaya,D-III
Teknika,Politeknik Pelayaran Surabaya,D-III
Nautika,Politeknik Pelayaran Surabaya,D-III
Transportasi Laut,Politeknik Pelayaran Surabaya,D-IV
Teknologi Rekayasa Operasi Kapal,Politeknik Pelayaran Surabaya,D-IV
Teknologi Rekayasa Permesinan Kapal,Politeknik Pelayaran Surabaya,D-IV
Teknologi Rekayasa Kelistrikan Kapal,Politeknik Pelayaran Surabaya,D-IV
Agribisnis Hortikultura,Politeknik Pembangunan Pertanian Bogor,D-IV
Kesehatan Hewan,Politeknik Pembangunan Pertanian Bogor,D-III
Teknologi Mekanisasi Pertanian,Politeknik Pembangunan Pertanian Bogor,D-III
Penyuluhan Pertanian Berkelanjutan,Politeknik Pembangunan Pertanian Bogor,D-IV
Penyuluhan Peternakan Dan Kesejahteraan Hewan,Politeknik Pembangunan Pertanian Bogor,D-IV
Penyuluhan Pertanian Berkelanjutan,Politeknik Pembangunan Pertanian Gowa,D-IV
Penyuluhan Peternakan Dan Kesejahteraan Hewan,Politeknik Pembangunan Pertanian Gowa,D-IV
Budidaya Ternak,Politeknik Pembangunan Pertanian Gowa,D-III
Budidaya Tanaman Hortikultura,Politeknik Pembangunan Pertanian Gowa,D-III
Teknologi Pakan Ternak,Politeknik Pembangunan Pertanian Magelang,D-IV
Teknologi Benih,Politeknik Pembangunan Pertanian Magelang,D-IV
Agribisnis Peternakan,Politeknik Pembangunan Pertanian Malang,D-IV
Penyuluhan Peternakan Dan Kesejahteraan Hewan,Politeknik Pembangunan Pertanian Malang,D-IV
Penyuluhan Pertanian Berkelanjutan,Politeknik Pembangunan Pertanian Manokwari,D-IV
Penyuluhan Peternakan Dan Kesejahteraan Hewan,Politeknik Pembangunan Pertanian Manokwari,D-IV
Teknologi Produksi Tanaman Perkebunan,Politeknik Pembangunan Pertanian Manokwari,D-IV
Penyuluhan Pertanian Berkelanjutan,Politeknik Pembangunan Pertanian Medan,D-IV
Penyuluhan Perkebunan Presisi,Politeknik Pembangunan Pertanian Medan,D-IV
Teknologi Produksi Tanaman Perkebunan,Politeknik Pembangunan Pertanian Medan,D-IV
Agribisnis Holtikultura,Politeknik Pembangunan Pertanian Yogyakarta Magelang,D-IV
Teknologi Produksi Ternak,Politeknik Pembangunan Pertanian Yogyakarta Magelang,D-IV
Penyuluhan Pertanian Berkelanjutan,Politeknik Pembangunan Pertanian Yogyakarta-Magelang,D-IV
Penyuluhan Peternakan Dan Kesejahteraan Hewan,Politeknik Pembangunan Pertanian Yogyakarta-Magelang,D-IV
Teknik Listrik Bandara,Politeknik Penerbangan Jayapura,D-III
Manajemen Lalu Lintas Udara,Politeknik Penerbangan Makassar,D-III
Teknologi Navigasi Udara,Politeknik Penerbangan Makassar,D-III
Teknologi Bandar Udara,Politeknik Penerbangan Makassar,D-III
Teknologi Pemeliharaan Pesawat Udara,Politeknik Penerbangan Makassar,D-III
Manajemen Lalu Lintas Udara,Politeknik Penerbangan Makassar,D-III
Pemanduan Lalu Lintas Udara,Politeknik Penerbangan Medan,D-III
Teknik Telekomunikasi Dan Navigasi Udara,Politeknik Penerbangan Medan,D-III
Teknik Listrik Bandar Udara,Politeknik Penerbangan Medan,D-III
Penyelamatan Dan Pemadam Kebakaran Penerbangan,Politeknik Penerbangan Palembang,D-III
Manajemen Bandar Udara,Politeknik Penerbangan Palembang,D-III
Teknik Bangunan Dan Landasan,Politeknik Penerbangan Surabaya,D-III
Komunikasi Penerbangan,Politeknik Penerbangan Surabaya,D-III
Manajemen Transportasi Udara,Politeknik Penerbangan Surabaya,D-III
Teknik Pesawat Udara,Politeknik Penerbangan Surabaya,D-III
Teknik Listrik Bandar Udara,Politeknik Penerbangan Surabaya,D-III
Lalu Lintas Udara,Politeknik Penerbangan Surabaya,D-III
Teknik Navigasi Udara,Politeknik Penerbangan Surabaya,D-III
Manajemen Bisnis,Politeknik Perdamaian Halmahera,D-III
Akuntansi,Politeknik Perdamaian Halmahera,D-III
Pengelolaan Perikanan Pesisir,Politeknik Perdamaian Halmahera,D-IV
Manajemen Informatika,Politeknik Perdana Mandiri,D-III
Administrasi Bisnis,Politeknik Perdana Mandiri,D-III
Agribisnis Perikanan,Politeknik Perikanan Negeri Tual,D-III
Teknologi Hasil Perikanan,Politeknik Perikanan Negeri Tual,D-III
Agrowisata Bahari,Politeknik Perikanan Negeri Tual,D-IV
Teknologi Kelautan,Politeknik Perikanan Negeri Tual,D-IV
Manajemen Rekayasa Pengolahan Hasil Perikanan,Politeknik Perikanan Negeri Tual,D-IV
Teknologi Penangkapan Ikan,Politeknik Perikanan Negeri Tual,D-III
Teknologi Budidaya Perikanan,Politeknik Perikanan Negeri Tual,D-III
Bioteknologi Perikanan,Politeknik Perikanan Negeri Tual,D-IV
Teknik Otomasi,Politeknik Perkapalan Negeri Surabaya,D-IV
Teknik Bangunan Kapal,Politeknik Perkapalan Negeri Surabaya,D-III
Teknik Kelistrikan Kapal,Politeknik Perkapalan Negeri Surabaya,D-IV
Tenik Permesinan Kapal,Politeknik Perkapalan Negeri Surabaya,D-IV
Teknik Pengolahan Limbah,Politeknik Perkapalan Negeri Surabaya,D-IV
Teknik Desain Dan Manufaktur,Politeknik Perkapalan Negeri Surabaya,D-IV
Teknik Pengelasan,Politeknik Perkapalan Negeri Surabaya,D-IV
Teknik Perancangan Dan Kontruksi Kapal,Politeknik Perkapalan Negeri Surabaya,D-IV
Teknik Perpipaan,Politeknik Perkapalan Negeri Surabaya,D-IV
Manajemen Bisnis,Politeknik Perkapalan Negeri Surabaya,D-IV
Teknik Keselamatan Dan Kesehatan Kerja,Politeknik Perkapalan Negeri Surabaya,D-IV
Teknik Permesinan Kapal,Politeknik Perkapalan Negeri Surabaya,D-III
Teknik Kelistrikan Kapal,Politeknik Perkapalan Negeri Surabaya,D-III
Manajemen Transportasi Perkeretaapian,Politeknik Perkeretaapian Indonesia Madiun,D-III
Teknologi Bangunan Dan Jalur Perkeretaapian,Politeknik Perkeretaapian Indonesia Madiun,D-III
Teknologi Mekanika Perkeretaapian,Politeknik Perkeretaapian Indonesia Madiun,D-III
Teknologi Elektro Perkeretaapian,Politeknik Perkeretaapian Indonesia Madiun,D-III
Agribinis,Politeknik Pertanian Dan Peternakan Mapena,D-III
Budidaya Ternak,Politeknik Pertanian Dan Peternakan Mapena,D-III
Budidaya Tanaman Hortikultura,Politeknik Pertanian Dan Peternakan Mapena,D-III
Manajemen Sumber Daya Hutan,Politeknik Pertanian Negeri Kupang,D-III
Tanaman Pangan Dan Hortikultura,Politeknik Pertanian Negeri Kupang,D-III
Manajemen Pertanian Lahan Kering,Politeknik Pertanian Negeri Kupang,D-III
Manajemen Agribisnis,Politeknik Pertanian Negeri Kupang,D-III
Teknologi Budidaya Perikanan,Politeknik Pertanian Negeri Kupang,D-III
Teknologi Pangan,Politeknik Pertanian Negeri Kupang,D-III
Kesehatan Hewan,Politeknik Pertanian Negeri Kupang,D-III
Produksi Ternak,Politeknik Pertanian Negeri Kupang,D-III
Penyuluhan Pertanian Lahan Kering,Politeknik Pertanian Negeri Kupang,D-IV
Teknologi Pakan Ternak,Politeknik Pertanian Negeri Kupang,D-IV
Teknologi Industri Hortikultura,Politeknik Pertanian Negeri Kupang,D-IV
Pengelolaan Hutan,Politeknik Pertanian Negeri Kupang,D-IV
Agribisnis Perikanan,Politeknik Pertanian Negeri Kupang,D-IV
Budidaya Tanaman Perkebunan,Politeknik Pertanian Negeri Pangkajene Kepulauan,D-III
Teknologi Pengolahan Hasil Perikanan,Politeknik Pertanian Negeri Pangkajene Kepulauan,D-III
Penangkapan Ikan,Politeknik Pertanian Negeri Pangkajene Kepulauan,D-III
Budidaya Perikanan,Politeknik Pertanian Negeri Pangkajene Kepulauan,D-III
Agribisnis Perikanan,Politeknik Pertanian Negeri Pangkajene Kepulauan,D-III
Administrasi Bisnis Internasional,Politeknik Pertanian Negeri Pangkajene Kepulauan,D-IV
Agroindustri,Politeknik Pertanian Negeri Pangkajene Kepulauan,D-IV
Teknik Kelautan,Politeknik Pertanian Negeri Pangkajene Kepulauan,D-III
Pengelolaan Pelabuhan Perikanan,Politeknik Pertanian Negeri Pangkajene Kepulauan,D-IV
Agribisnis Peternakan,Politeknik Pertanian Negeri Pangkajene Kepulauan,D-IV
Teknologi Pembenihan Ikan,Politeknik Pertanian Negeri Pangkajene Kepulauan,D-IV
Budidaya Tanaman Hortikultura,Politeknik Pertanian Negeri Payakumbuh,D-III
Budidaya Tanaman Pangan,Politeknik Pertanian Negeri Payakumbuh,D-III
Manajemen Produksi Pertanian,Politeknik Pertanian Negeri Payakumbuh,D-IV
Tata Air Pertanian,Politeknik Pertanian Negeri Payakumbuh,D-III
Teknologi Pangan,Politeknik Pertanian Negeri Payakumbuh,D-III
Teknologi Mekanisasi Pertanian,Politeknik Pertanian Negeri Payakumbuh,D-III
Budidaya Ternak,Politeknik Pertanian Negeri Payakumbuh,D-III
Budidaya Tanaman Perkebunan,Politeknik Pertanian Negeri Payakumbuh,D-III
Pengelolaan Perkebunan,Politeknik Pertanian Negeri Payakumbuh,D-IV
Agribisnis,Politeknik Pertanian Negeri Payakumbuh,D-III
Paramedik Veteriner,Politeknik Pertanian Negeri Payakumbuh,D-III
Manajemen Informatika,Politeknik Pertanian Negeri Samarinda,D-IV
Budidaya Tanaman Perkebunan,Politeknik Pertanian Negeri Samarinda,D-III
Rekayasa Kayu,Politeknik Pertanian Negeri Samarinda,D-IV
Pengelolaan Hutan,Politeknik Pertanian Negeri Samarinda,D-III
Pengelolaan Perkebunan,Politeknik Pertanian Negeri Samarinda,D-IV
Teknologi Geomatika,Politeknik Pertanian Negeri Samarinda,D-III
Pengelolaan Lingkungan,Politeknik Pertanian Negeri Samarinda,D-III
Pengolahan Hasil Hutan,Politeknik Pertanian Negeri Samarinda,D-III
Teknologi Hasil Perkebunan,Politeknik Pertanian Negeri Samarinda,D-III
Budidaya Tanaman Pangan,Politeknik Pertanian Yasanto,D-III
Budidaya Ternak,Politeknik Pertanian Yasanto,D-III
Teknologi Penangkapan Ikan,Politeknik Pertanian Yasanto,D-III
Teknik Elektronika,Politeknik PGRI Banten,D-III
Manajemen Informatika,Politeknik PGRI Banten,D-III
Teknik Mesin,Politeknik PGRI Banten,D-III
Teknik Komputer,Politeknik Piksi Ganesha,D-III
Komputerisasi Akuntansi,Politeknik Piksi Ganesha,D-IV
Manajemen Informatika,Politeknik Piksi Ganesha,D-IV
Manajemen Informatika,Politeknik Piksi Ganesha,D-III
Administrasi Keuangan,Politeknik Piksi Ganesha,D-III
Akuntansi,Politeknik Piksi Input Serang,D-III
Sekretari,Politeknik Piksi Input Serang,D-III
Manajemen Informatika,Politeknik Piksi Input Serang,D-III
Bahasa Inggris,Politeknik Poliprofesi Medan,D-III
Manajemen Informatika,Politeknik Poliprofesi Medan,D-III
Teknik Komputer,Politeknik Poliprofesi Medan,D-III
Logistik Bisnis,Politeknik Pos Indonesia,D-IV
Manajemen Informatika,Politeknik Pos Indonesia,D-III
Akuntansi Keuangan,Politeknik Pos Indonesia,D-IV
Manajemen Perusahaan,Politeknik Pos Indonesia,D-IV
Teknik Informatika,Politeknik Pos Indonesia,D-IV
Administrasi Logistik,Politeknik Pos Indonesia,D-III
Manajemen Pemasaran,Politeknik Pos Indonesia,D-III
Akuntansi,Politeknik Pos Indonesia,D-III
Teknik Informatika,Politeknik Pos Indonesia,D-III
Akuntansi,Politeknik Praktisi Bandung,D-III
Perpajakan,Politeknik Praktisi Bandung,D-III
Manajemen Informatika,Politeknik Praktisi Bandung,D-III
Teknik Informatika,Politeknik Pratama,D-III
Manajemen Perdagangan,Politeknik Pratama,D-III
Komputerisasi Akuntansi,Politeknik Pratama,D-III
Manajemen Informatika,Politeknik Pratama Mulia,D-III
Mesin Otomotif,Politeknik Pratama Mulia,D-III
Teknik Komputer,Politeknik Pratama Mulia,D-III
Sekretari,Politeknik Pratama Mulia,D-III
Manajemen Perusahaan,Politeknik Pratama Mulia,D-III
Akuntansi,Politeknik Pratama Mulia Surakarta,D-III
Teknik Elektronika,Politeknik Pratama Mulia Surakarta,D-III
Teknik Mesin,Politeknik Pratama Mulia Surakarta,D-III
Teknik Informatika,Politeknik Purbaya,D-III
Teknik Mesin,Politeknik Purbaya,D-III
Akuntansi,Politeknik Pusmanu,D-III
Administrasi Perkantoran,Politeknik Pusmanu,D-III
Kriya Batik,Politeknik Pusmanu,D-III
Komputerisasi Akuntansi,Politeknik Putra Bangsa Pontianak,D-III
Akuntansi,Politeknik Raflesia,D-III
Teknik Mesin,Politeknik Raflesia,D-III
Teknik Sipil,Politeknik Raflesia,D-III
Teknik Elektro,Politeknik Raflesia,D-III
Perhotelan,Politeknik Sahid,D-III
Usaha Perjalanan Wisata,Politeknik Sahid,D-IV
Perhotelan,Politeknik Sahid,D-I
Perhotelan,Politeknik Sahid,D-IV
Pengelolaan Perhotelan,Politeknik Sahid,D-IV
Manajemen Informatika,Politeknik Sains &amp; Teknologi Wiratama Maluku Utara,D-III
Teknik Komputer,Politeknik Sains &amp; Teknologi Wiratama Maluku Utara,D-III
Komputerisasi Akuntansi,Politeknik Sains Dan Teknologi Wiratama Maluku Utara,D-III
Akuntansi Perpajakan,Politeknik Saint Paul Sorong,D-IV
Administrasi Niaga,Politeknik Sakti Surabaya,D-III
Teknik Elektronika,Politeknik Sakti Surabaya,D-III
Keperawatan,POLITEKNIK SANDI KARSA,D-III
Kebidanan,POLITEKNIK SANDI KARSA,D-III
Farmasi,POLITEKNIK SANDI KARSA,D-III
Teknik Informatika,Politeknik Sawunggalih Aji,D-III
Akuntansi,Politeknik Sawunggalih Aji,D-III
Administrasi Bisnis,Politeknik Sawunggalih Aji,D-III
Teknik Informatika,Politeknik Sekayu,D-III
Akuntansi,Politeknik Sekayu,D-III
Teknik Sipil,Politeknik Sendawar,D-III
Administrasi Bisnis,Politeknik Sendawar,D-III
Mesin Otomotif,Politeknik Sendawar,D-III
